id,origem,nome_original,titulo_atlas,plano_original,regra_efetiva,etapa_principal,etapas_relacionadas,rota_sugerida,rota_detalhada,view_key,composicao,desktop,mobile,pagina_mapa,pagina_atlas,status,evidencia,decisao_relacionada
KDS-007,mapa original,Recall,Recupera un ticket,Restaurant,Restaurant,E16,,/kds/[locationId]/[stationId],família; compor na E00,KDS-007,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,13,208,planejado,,
KDS-008,mapa original,Priorizar,Prioriza con un motivo,Restaurant,Restaurant,E16,,/kds/[locationId]/[stationId],família; compor na E00,KDS-008,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,13,209,planejado,,
KDS-009,mapa original,All-day counts,Todo lo que hay que preparar,Restaurant,Restaurant,E16,,/kds/[locationId]/[stationId],família; compor na E00,KDS-009,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,13,210,planejado,,
KDS-010,mapa original,Backlog/aguardando,Pedidos en espera,Restaurant,Restaurant,E16,,/kds/[locationId]/[stationId],família; compor na E00,KDS-010,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,13,211,planejado,,
KDS-011,mapa original,Historico da estacao,Historial de cocina,Restaurant,Restaurant,E16,,/kds/[locationId]/[stationId],família; compor na E00,KDS-011,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,13,212,planejado,,
KDS-012,mapa original,Expo board,Pase y coordinación,Restaurant,Restaurant,E16,,/kds/[locationId]/[stationId],família; compor na E00,KDS-012,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,13,213,planejado,,
KDS-013,mapa original,Retirada/servido,Confirma la salida,Restaurant,Restaurant,E16,,/kds/[locationId]/[stationId],família; compor na E00,KDS-013,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,13,214,planejado,,
KDS-014,mapa original,Configuracao da estacao,Ajusta la estación,Restaurant,Restaurant,E16,,/kds/[locationId]/[stationId],família; compor na E00,KDS-014,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,13,215,planejado,,
KDS-015,mapa original,Dispositivos KDS,Pantallas de cocina,Restaurant,Restaurant,E16,E31,/kds/[locationId]/[stationId],família; compor na E00,KDS-015,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,13,216,planejado,,
KDS-016,mapa original,Fallback de impressao,Alternativa de impresión,Restaurant,Restaurant,E31,,/kds/[locationId]/[stationId],família; compor na E00,KDS-016,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,13,217,planejado,,
POS-001,mapa original,Login/operador,Entra en tu caja,Pro,Pro,E22,,/pos/[locationId],família; compor na E00,POS-001,diálogo/painel ou etapa do fluxo,obrigatório,obrigatório/adaptado à superfície,13,218,planejado,,
POS-002,mapa original,Home do TPV,Tu TPV,Pro,Pro,E22,,/pos/[locationId],família; compor na E00,POS-002,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,13,219,planejado,,
POS-003,mapa original,Venda rapida/balcao,Venta de barra,Pro,Pro,E22,,/pos/[locationId],família; compor na E00,POS-003,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,13,220,planejado,,
POS-004,mapa original,Mesa no TPV,Mesa 07 en el TPV,Pro,Pro,E22,,/pos/[locationId],família; compor na E00,POS-004,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,14,221,planejado,,
POS-005,mapa original,Tela de pagamento,Elige cómo cobrar,Pro,Pro,E23,,/pos/[locationId],família; compor na E00,POS-005,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,14,222,planejado,,
POS-006,mapa original,Pagamento em dinheiro,Cobro en efectivo,Pro,Pro,E22,,/pos/[locationId],família; compor na E00,POS-006,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,14,223,planejado,,
POS-007,mapa original,Pagamento com cartao,Cobro con tarjeta,Pro,Pro,E23,,/pos/[locationId],família; compor na E00,POS-007,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,14,224,planejado,,
POS-008,mapa original,Pagamento misto,Combina métodos de pago,Pro,Pro,E23,,/pos/[locationId],família; compor na E00,POS-008,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,14,225,planejado,,
POS-009,mapa original,Dividir conta,Divide la cuenta,Pro,Pro,E22,,/pos/[locationId],família; compor na E00,POS-009,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,14,226,planejado,,
POS-010,mapa original,Desconto,Aplica un descuento,Pro,Pro,E22,,/pos/[locationId],família; compor na E00,POS-010,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,14,227,planejado,,
POS-011,mapa original,Cortesia,Invitación de la casa,Pro,Pro,E22,,/pos/[locationId],família; compor na E00,POS-011,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,14,228,planejado,,
POS-012,mapa original,Recibo/ticket,Comprobante del pedido,Pro,Pro,E24,,/pos/[locationId],família; compor na E00,POS-012,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,14,229,planejado,,
POS-013,mapa original,Devolucao/refund,Devuelve un importe,Pro,Pro,E23,,/pos/[locationId],família; compor na E00,POS-013,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,14,230,planejado,,
POS-014,mapa original,Anulacao/void,Anula una operación,Pro,Pro,E22,,/pos/[locationId],família; compor na E00,POS-014,diálogo/painel ou etapa do fluxo,obrigatório,obrigatório/adaptado à superfície,14,231,planejado,,
POS-015,mapa original,Abrir caixa,Abre tu caja,Pro,Pro,E22,,/pos/[locationId],família; compor na E00,POS-015,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,14,232,planejado,,
POS-016,mapa original,Movimento de caixa,Movimiento de efectivo,Pro,Pro,E22,,/pos/[locationId],família; compor na E00,POS-016,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,14,233,planejado,,
POS-017,mapa original,Contagem de caixa,Cuenta el efectivo,Pro,Pro,E22,,/pos/[locationId],família; compor na E00,POS-017,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,14,234,planejado,,
POS-018,mapa original,Fechamento de caixa,Cierra el turno de caja,Pro,Pro,E22,,/pos/[locationId],família; compor na E00,POS-018,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,14,235,planejado,,
POS-019,mapa original,Historico de caixas,Historial de cajas,Pro,Pro,E22,,/pos/[locationId],família; compor na E00,POS-019,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,14,236,planejado,,
POS-020,mapa original,Documentos fiscais,Documentos de venta,Pro,Pro,E24,,/pos/[locationId],família; compor na E00,POS-020,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,14,237,planejado,,
POS-021,mapa original,Configuracao fiscal,Configura la facturación,Pro,Pro,E24,,/pos/[locationId],família; compor na E00,POS-021,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,14,238,planejado,,
POS-022,mapa original,Configuracao de pagamentos,Configuración de cobros,Pro,Pro,E23,,/pos/[locationId],família; compor na E00,POS-022,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,14,239,planejado,,
POS-023,mapa original,Terminais de pagamento,Terminales de pago,Pro,Pro,E23,E31,/pos/[locationId],família; compor na E00,POS-023,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,14,240,planejado,,
TAKE-001,mapa original,Pedido para levar - cliente,Tu pedido para recoger,Restaurant,Restaurant,E20,,/app/[orgSlug]/[locationSlug]/takeaway,família; compor na E00,TAKE-001,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,14,241,planejado,,
TAKE-002,mapa original,Confirmacao de retirada,Te avisamos cuando esté listo,Restaurant,Restaurant,E20,,/app/[orgSlug]/[locationSlug]/takeaway,família; compor na E00,TAKE-002,estado de rota,obrigatório,obrigatório/adaptado à superfície,14,242,planejado,,
TAKE-003,mapa original,Fila takeaway,Pedidos para recoger,Restaurant,Restaurant,E20,,/app/[orgSlug]/[locationSlug]/takeaway,família; compor na E00,TAKE-003,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,14,243,planejado,,
DEL-001,mapa original,Canais de delivery,Canales de entrega,Pro,Concessão específica + dependências do canal,E20,,/app/[orgSlug]/[locationSlug]/delivery,família; compor na E00,DEL-001,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,14,244,planejado,,D15
DEL-002,mapa original,Mapeamento de catalogo externo,Conecta los productos del canal,Pro,Concessão específica + dependências do canal,E20,,/app/[orgSlug]/[locationSlug]/delivery,família; compor na E00,DEL-002,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,14,245,planejado,,D15
DEL-003,mapa original,Fila delivery,Entrega a domicilio,Pro,Concessão específica + dependências do canal,E20,,/app/[orgSlug]/[locationSlug]/delivery,família; compor na E00,DEL-003,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,15,246,planejado,,D15
KIOSK-001,mapa original,Ativacao/idioma,Bienvenido a La Societat,Pro,Concessão específica + dependências do canal,E31,,/kiosk/[deviceId],família; compor na E00,KIOSK-001,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,15,247,planejado,,D15
KIOSK-002,mapa original,Navegar menu,¿Qué te apetece hoy?,Pro,Concessão específica + dependências do canal,E31,,/kiosk/[deviceId],família; compor na E00,KIOSK-002,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,15,248,planejado,,D15
KIOSK-003,mapa original,Detalhe/configurar item,Elige tus opciones,Pro,Concessão específica + dependências do canal,E31,,/kiosk/[deviceId],família; compor na E00,KIOSK-003,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,15,249,planejado,,D15
KIOSK-004,mapa original,Carrinho,Revisa tu pedido,Pro,Concessão específica + dependências do canal,E31,,/kiosk/[deviceId],família; compor na E00,KIOSK-004,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,15,250,planejado,,D15
KIOSK-005,mapa original,Pagamento,Completa el pago,Pro,Concessão específica + dependências do canal,E31,,/kiosk/[deviceId],família; compor na E00,KIOSK-005,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,15,251,planejado,,D15
KIOSK-006,mapa original,Confirmacao/senha,Tu número es el 031,Pro,Concessão específica + dependências do canal,E31,,/kiosk/[deviceId],família; compor na E00,KIOSK-006,estado de rota,obrigatório,obrigatório/adaptado à superfície,15,252,planejado,,D15
KIOSK-007,mapa original,Modo indisponivel,El terminal está pausado,Pro,Concessão específica + dependências do canal,E31,,/kiosk/[deviceId],família; compor na E00,KIOSK-007,estado de rota,obrigatório,obrigatório/adaptado à superfície,15,253,planejado,,D15
KIOSK-008,mapa original,Gestao de kiosks,Tus kiosks,Pro,Concessão específica + dependências do canal,E31,,/kiosk/[deviceId],família; compor na E00,KIOSK-008,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,15,254,planejado,,D15
INV-001,mapa original,Dashboard de estoque,"Tu almacén, al día",Pro,Pro,E25,,/app/[orgSlug]/[locationSlug]/inventory,família; compor na E00,INV-001,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,15,255,planejado,,
INV-002,mapa original,Itens de estoque,Ingredientes e insumos,Pro,Pro,E25,,/app/[orgSlug]/[locationSlug]/inventory,família; compor na E00,INV-002,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,15,256,planejado,,
INV-003,mapa original,Detalhe do insumo,Arroz · Ingrediente,Pro,Pro,E25,,/app/[orgSlug]/[locationSlug]/inventory,família; compor na E00,INV-003,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,15,257,planejado,,
INV-004,mapa original,Ficha tecnica/receita,Receta de croquetas,Pro,Pro,E25,,/app/[orgSlug]/[locationSlug]/inventory,família; compor na E00,INV-004,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,15,258,planejado,,
INV-005,mapa original,Subreceitas,Preparaciones base,Pro,Pro,E25,,/app/[orgSlug]/[locationSlug]/inventory,família; compor na E00,INV-005,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,15,259,planejado,,
INV-006,mapa original,Estoque por unidade,Existencias por restaurante,Pro,Pro,E25,,/app/[orgSlug]/[locationSlug]/inventory,família; compor na E00,INV-006,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,15,260,planejado,,
INV-007,mapa original,Movimentos,Todos los movimientos,Pro,Pro,E25,,/app/[orgSlug]/[locationSlug]/inventory,família; compor na E00,INV-007,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,15,261,planejado,,
INV-008,mapa original,Registrar perda,Registra una pérdida,Pro,Pro,E25,,/app/[orgSlug]/[locationSlug]/inventory,família; compor na E00,INV-008,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,15,262,planejado,,
INV-009,mapa original,Contagem de estoque,Cuenta el almacén,Pro,Pro,E25,,/app/[orgSlug]/[locationSlug]/inventory,família; compor na E00,INV-009,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,15,263,planejado,,
INV-010,mapa original,Reconciliar contagem,Revisa las diferencias,Pro,Pro,E25,,/app/[orgSlug]/[locationSlug]/inventory,família; compor na E00,INV-010,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,15,264,planejado,,
INV-011,mapa original,Transferencia entre unidades,Traslada entre restaurantes,Pro,Pro,E25,,/app/[orgSlug]/[locationSlug]/inventory,família; compor na E00,INV-011,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,15,265,planejado,,
INV-012,mapa original,Regras de disponibilidade por estoque,Disponibilidad según existencias,Pro,Pro,E25,,/app/[orgSlug]/[locationSlug]/inventory,família; compor na E00,INV-012,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,15,266,planejado,,
SUP-001,mapa original,Fornecedores,Tus proveedores,Pro,Pro,E26,,/app/[orgSlug]/[locationSlug]/suppliers,família; compor na E00,SUP-001,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,15,267,planejado,,
SUP-002,mapa original,Detalhe do fornecedor,Distribuidor Demo,Pro,Pro,E26,,/app/[orgSlug]/[locationSlug]/suppliers,família; compor na E00,SUP-002,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,15,268,planejado,,
PUR-001,mapa original,Pedidos de compra,Pedidos de compra,Pro,Pro,E26,,/app/[orgSlug]/[locationSlug]/purchases,família; compor na E00,PUR-001,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,15,269,planejado,,
PUR-002,mapa original,Criar pedido de compra,Prepara una compra,Pro,Pro,E26,,/app/[orgSlug]/[locationSlug]/purchases,família; compor na E00,PUR-002,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,15,270,planejado,,
PUR-003,mapa original,Recebimento,Recibe y comprueba,Pro,Pro,E26,,/app/[orgSlug]/[locationSlug]/purchases,família; compor na E00,PUR-003,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,15,271,planejado,,
PUR-004,mapa original,Historico de custos,Cómo cambia el coste,Pro,Pro,E26,,/app/[orgSlug]/[locationSlug]/purchases,família; compor na E00,PUR-004,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,15,272,planejado,,
CRM-001,mapa original,Lista de clientes,Tus clientes,Pro,Pro,E27,,/app/[orgSlug]/[locationSlug]/customers,família; compor na E00,CRM-001,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,16,273,planejado,,
CRM-002,mapa original,Perfil do cliente,María López,Pro,Pro,E27,,/app/[orgSlug]/[locationSlug]/customers,família; compor na E00,CRM-002,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,16,274,planejado,,
CRM-003,mapa original,Mesclar duplicados,Une contactos duplicados,Pro,Pro,E27,,/app/[orgSlug]/[locationSlug]/customers,família; compor na E00,CRM-003,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,16,275,planejado,,
CRM-004,mapa original,Segmentos,Segmentos de clientes,Pro,Pro,E27,,/app/[orgSlug]/[locationSlug]/customers,família; compor na E00,CRM-004,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,16,276,planejado,,
CRM-005,mapa original,Criar segmento,Define tu segmento,Pro,Pro,E27,,/app/[orgSlug]/[locationSlug]/customers,família; compor na E00,CRM-005,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,16,277,planejado,,
CRM-006,mapa original,Fidelidade - configuracao,Programa de fidelidad,Pro,Pro,E27,,/app/[orgSlug]/[locationSlug]/customers,família; compor na E00,CRM-006,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,16,278,planejado,,
CRM-007,mapa original,Saldo/recompensas do cliente,Recompensas de María,Pro,Pro,E27,,/app/[orgSlug]/[locationSlug]/customers,família; compor na E00,CRM-007,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,16,279,planejado,,
CRM-008,mapa original,Campanhas,Tus campañas,Pro,Pro,E27,,/app/[orgSlug]/[locationSlug]/customers,família; compor na E00,CRM-008,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,16,280,planejado,,
CRM-009,mapa original,Criar campanha,Prepara una campaña,Pro,Pro,E27,,/app/[orgSlug]/[locationSlug]/customers,família; compor na E00,CRM-009,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,16,281,planejado,,
CRM-010,mapa original,Templates de mensagem,Mensajes reutilizables,Pro,Pro,E27,,/app/[orgSlug]/[locationSlug]/customers,família; compor na E00,CRM-010,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,16,282,planejado,,
CRM-011,mapa original,Feedback e avaliacoes,La voz de tus clientes,Pro,Pro,E27,,/app/[orgSlug]/[locationSlug]/customers,família; compor na E00,CRM-011,diálogo/painel ou etapa do fluxo,obrigatório,obrigatório/adaptado à superfície,16,283,planejado,,
CRM-012,mapa original,Origem/aquisicao,De dónde llegan,Pro,Pro,E27,,/app/[orgSlug]/[locationSlug]/customers,família; compor na E00,CRM-012,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,16,284,planejado,,
CRM-013,mapa original,Preferencias/consentimentos,Preferencias de contacto,Pro,Pro,E27,,/app/[orgSlug]/[locationSlug]/customers,família; compor na E00,CRM-013,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,16,285,planejado,,
HR-001,mapa original,Funcionarios,El equipo del restaurante,Pro,Pro,E28,,/app/[orgSlug]/[locationSlug]/team,família; compor na E00,HR-001,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,16,286,planejado,,
HR-002,mapa original,Perfil do funcionario,Perfil de Alex,Pro,Pro,E28,,/app/[orgSlug]/[locationSlug]/team,família; compor na E00,HR-002,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,16,287,planejado,,
HR-003,mapa original,Cargos operacionais,Funciones del equipo,Pro,Pro,E28,,/app/[orgSlug]/[locationSlug]/team,família; compor na E00,HR-003,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,16,288,planejado,,
HR-004,mapa original,Escala,Planifica la semana,Pro,Pro,E28,,/app/[orgSlug]/[locationSlug]/team,família; compor na E00,HR-004,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,16,289,planejado,,
HR-005,mapa original,Criar/editar turno,Define el turno,Pro,Pro,E28,,/app/[orgSlug]/[locationSlug]/team,família; compor na E00,HR-005,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,16,290,planejado,,
HR-006,mapa original,Meu turno,Mi jornada,Pro,Pro,E28,,/app/[orgSlug]/[locationSlug]/team,família; compor na E00,HR-006,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,16,291,planejado,,
HR-007,mapa original,Bater ponto,Registra tu jornada,Pro,Pro,E28,,/app/[orgSlug]/[locationSlug]/team,família; compor na E00,HR-007,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,16,292,planejado,,
HR-008,mapa original,Folha de ponto,Revisa las horas,Pro,Pro,E28,,/app/[orgSlug]/[locationSlug]/team,família; compor na E00,HR-008,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,17,293,planejado,,
HR-009,mapa original,Solicitar ajuste,Solicita una corrección,Pro,Pro,E28,,/app/[orgSlug]/[locationSlug]/team,família; compor na E00,HR-009,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,17,294,planejado,,
HR-010,mapa original,Aprovar ajuste,Revisa un ajuste de jornada,Pro,Pro,E28,,/app/[orgSlug]/[locationSlug]/team,família; compor na E00,HR-010,diálogo/painel ou etapa do fluxo,obrigatório,obrigatório/adaptado à superfície,17,295,planejado,,
HR-011,mapa original,Relatorio de horas,Horas por equipo,Pro,Pro,E28,,/app/[orgSlug]/[locationSlug]/team,família; compor na E00,HR-011,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,17,296,planejado,,
FIN-001,mapa original,Dashboard financeiro,Tu gestión económica,Pro,Pro,E29,,/app/[orgSlug]/[locationSlug]/finance,família; compor na E00,FIN-001,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,17,297,planejado,,
FIN-002,mapa original,Receitas por canal,Ingresos por canal,Pro,Pro,E29,,/app/[orgSlug]/[locationSlug]/finance,família; compor na E00,FIN-002,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,17,298,planejado,,
FIN-003,mapa original,Pagamentos e settlements,Cobros y liquidaciones,Pro,Pro,E29,,/app/[orgSlug]/[locationSlug]/finance,família; compor na E00,FIN-003,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,17,299,planejado,,
FIN-004,mapa original,Conciliacao,Concilia la operación,Pro,Pro,E29,,/app/[orgSlug]/[locationSlug]/finance,família; compor na E00,FIN-004,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,17,300,planejado,,
FIN-005,mapa original,Despesas operacionais,Gastos del restaurante,Pro,Pro,E29,,/app/[orgSlug]/[locationSlug]/finance,família; compor na E00,FIN-005,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,17,301,planejado,,
FIN-006,mapa original,Registrar despesa,Añade un gasto,Pro,Pro,E29,,/app/[orgSlug]/[locationSlug]/finance,família; compor na E00,FIN-006,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,17,302,planejado,,
FIN-007,mapa original,Contas/centros de custo,Centros de coste,Pro,Pro,E29,,/app/[orgSlug]/[locationSlug]/finance,família; compor na E00,FIN-007,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,17,303,planejado,,
FIN-008,mapa original,Margem e CMV estimado,Margen estimado por plato,Pro,Pro,E29,,/app/[orgSlug]/[locationSlug]/finance,família; compor na E00,FIN-008,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,17,304,planejado,,
FIN-009,mapa original,Fluxo de caixa operacional,Previsión de caja,Pro,Pro,E29,,/app/[orgSlug]/[locationSlug]/finance,família; compor na E00,FIN-009,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,17,305,planejado,,
FIN-010,mapa original,Exportacoes financeiras,Exporta la información,Pro,Pro,E29,,/app/[orgSlug]/[locationSlug]/finance,família; compor na E00,FIN-010,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,17,306,planejado,,
FIN-011,mapa original,Documentos anexos,Tus documentos,Pro,Pro,E29,,/app/[orgSlug]/[locationSlug]/finance,família; compor na E00,FIN-011,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,17,307,planejado,,
REP-001,mapa original,Analytics basico,Así visitan tu carta,Starter,Starter,E09,"E21,E30",/app/[orgSlug]/[locationSlug]/reports,/app/[orgSlug]/[locationSlug]/reports,REP-001,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,17,308,validado,"Unidade, idioma e origem. A tabela NÃO TEM coluna para IP, agente, cookie ou sessão — medido com uma asserção sobre o information_schema. E o runtime não pode apagar uma consulta. · validado 04/09: provar-publico.sh 0 falhas, 11 passos, 23 asserções, oito controlos negativos; e três ataques independentes do sénior ao detector de verbos (sem espaços, reexportação, satisfies) todos apanhados · ATENÇÃO 04/09: assinatura RETIRADA quanto à tela — os aceites funcionais estão provados contra a base, mas esta tela NUNCA foi renderizada num navegador. O arnês não autentica ainda. Ver docs/progress/DIVIDA-MOVEL.txt; bloqueante para o E11. · móvel medido a 04/09 pelo arnês com SESSÃO REAL, que era o que faltava: a pendência declarada no E09 era esta e nenhuma outra. Cinco larguras, transbordo, alvos de toque a 44 px e contraste. QR-001/003/004 vivem numa página só e cada um afirma o SEU bloco — medir a rota uma vez e dar os três por medidos era a medição que não aconteceu. Dois defeitos reais apanhados aqui: o QR de 320 px fixos esticava a página a 360, e `.bo-pagina` crescia com o conteúdo em vez de o conter. · inspeccao/painel.spec.ts · assinatura RESTAURADA 04/09: a tela foi finalmente renderizada e medida no navegador; a retirada de há três horas cai porque a medição existe agora",
REP-002,mapa original,Dashboard operacional,Tu servicio de hoy,Restaurant,Restaurant,E14,,/app/[orgSlug]/[locationSlug]/reports,família; compor na E00,REP-002,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,17,309,planejado,,
REP-003,mapa original,Vendas,Ventas en contexto,Pro,Pro,E14,,/app/[orgSlug]/[locationSlug]/reports,família; compor na E00,REP-003,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,17,310,planejado,,
REP-004,mapa original,Produtos,Los productos que se sirven,Restaurant+,Restaurant+,E14,,/app/[orgSlug]/[locationSlug]/reports,família; compor na E00,REP-004,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,17,311,planejado,,
REP-005,mapa original,Categorias,Desempeño por categoría,Restaurant+,Restaurant+,E14,,/app/[orgSlug]/[locationSlug]/reports,família; compor na E00,REP-005,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,17,312,planejado,,
REP-006,mapa original,Horarios/dayparts,Cada franja del servicio,Restaurant+,Restaurant+,E14,,/app/[orgSlug]/[locationSlug]/reports,família; compor na E00,REP-006,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,18,313,planejado,,
REP-007,mapa original,Mesas e areas,Tus mesas y zonas,Restaurant+,Restaurant+,E14,,/app/[orgSlug]/[locationSlug]/reports,família; compor na E00,REP-007,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,18,314,planejado,,
REP-008,mapa original,Reservas,Cómo llegan las reservas,Restaurant,Restaurant,E19,,/app/[orgSlug]/[locationSlug]/reports,família; compor na E00,REP-008,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,18,315,planejado,,
REP-009,mapa original,KDS/tempos,Tiempos de cocina,Restaurant,Restaurant,E16,,/app/[orgSlug]/[locationSlug]/reports,família; compor na E00,REP-009,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,18,316,planejado,,
REP-010,mapa original,Garcons/equipe,Trabajo por función,Pro,Pro,E30,,/app/[orgSlug]/[locationSlug]/reports,família; compor na E00,REP-010,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,18,317,planejado,,
REP-011,mapa original,Pagamentos,Estado de los pagos,Pro,Pro,E30,,/app/[orgSlug]/[locationSlug]/reports,família; compor na E00,REP-011,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,18,318,planejado,,
REP-012,mapa original,Estoque,Movimientos de almacén,Pro,Pro,E30,,/app/[orgSlug]/[locationSlug]/reports,família; compor na E00,REP-012,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,18,319,planejado,,
REP-013,mapa original,Compras e custos,Compras y evolución de costes,Pro,Pro,E30,,/app/[orgSlug]/[locationSlug]/reports,família; compor na E00,REP-013,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,18,320,planejado,,
REP-014,mapa original,Clientes/CRM,Conoce la recurrencia,Pro,Pro,E30,,/app/[orgSlug]/[locationSlug]/reports,família; compor na E00,REP-014,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,18,321,planejado,,
REP-015,mapa original,Marketing/aquisicao,Qué trae cada campaña,Pro,Pro,E30,,/app/[orgSlug]/[locationSlug]/reports,família; compor na E00,REP-015,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,18,322,planejado,,
REP-016,mapa original,Relatorio multi-unidade,Compara tus restaurantes,Pro,Pro,E30,,/app/[orgSlug]/[locationSlug]/reports,família; compor na E00,REP-016,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,18,323,planejado,,
